,year_film,year_award,ceremony,category,nominee,film,win,tmdb_id
1417,1971,1972,29,FOREIGN,"United Soviet Socialist Republics, Igor Talankin",Tchaikovsky,False,72899.0
1418,1971,1972,29,FOREIGN,"France, André Cayatte",To Die of Love,False,78372.0
1419,1971,1972,29,FOREIGN,"United Kingdom, John Schlesinger",Sunday Bloody Sunday,True,45938.0
1420,1971,1972,29,FOREIGN,"United Kingdom, Simon Trevor","African Elephant, The",False,277360.0
1421,1971,1972,29,FOREIGN,"United Kingdom, Lewis Gilbert",Friends,False,4156.0
1422,1971,1972,29,FOREIGN,"United Kingdom, Joseph Losey","Go-Between, The",False,36194.0
1423,1971,1972,29,FOREIGN,"United Kingdom, Bryan Forbes",Long Ago Tomorrow,False,185942.0
1424,1971,1972,29,FOREIGN,"Italy, Mikhail Kalatozov","Red Tent, The",False,8063.0
1425,1971,1972,29,SPECIAL AWARD,Charles Bronson,,True,
1426,1971,1972,29,SPECIAL AWARD,Sean Connery,,True,
1427,1971,1972,29,SPECIAL AWARD,Ali MacGraw,,True,
1428,1972,1973,30,BEST PICTURE (DRAMA),"Godfather, The","Godfather, The",True,238.0
1429,1972,1973,30,BEST PICTURE (DRAMA),Deliverance,Deliverance,False,10669.0
1430,1972,1973,30,BEST PICTURE (DRAMA),Frenzy,Frenzy,False,573.0
1431,1972,1973,30,BEST PICTURE (DRAMA),"Poseidon Adventure, The","Poseidon Adventure, The",False,551.0
1432,1972,1973,30,BEST PICTURE (DRAMA),Sleuth,Sleuth,False,993.0
1433,1972,1973,30,BEST PICTURE (COM),Cabaret,Cabaret,True,10784.0
1434,1972,1973,30,BEST PICTURE (COM),Avanti!,Avanti!,False,12530.0
1435,1972,1973,30,BEST PICTURE (COM),Butterflies Are Free,Butterflies Are Free,False,55106.0
1436,1972,1973,30,BEST PICTURE (COM),1776,1776,False,14902.0
1437,1972,1973,30,BEST PICTURE (COM),Travels with My Aunt,Travels with My Aunt,False,5183.0
1438,1972,1973,30,ACTRESS (DRAMA),Liv Ullmann,"Emigrants, The",True,40732.0
1439,1972,1973,30,ACTRESS (DRAMA),Diana Ross,Lady Sings the Blues,False,23148.0
1440,1972,1973,30,ACTRESS (DRAMA),Cicely Tyson,Sounder,False,42489.0
1441,1972,1973,30,ACTRESS (DRAMA),Trish Van Devere,One Is a Lonely Number,False,92287.0
1442,1972,1973,30,ACTRESS (DRAMA),Tuesday Weld,Play It as It Lays,False,84796.0
1443,1972,1973,30,ACTRESS (DRAMA),Joanne Woodward,"Effect of Gamma Rays on Man-In-The-Moon Marigolds, The",False,88875.0
1444,1972,1973,30,ACTOR (DRAMA),Marlon Brando,"Godfather, The",True,238.0
1445,1972,1973,30,ACTOR (DRAMA),Laurence Olivier,Sleuth,False,993.0
1446,1972,1973,30,ACTOR (DRAMA),Michael Caine,Sleuth,False,993.0
1447,1972,1973,30,ACTOR (DRAMA),Al Pacino,"Godfather, The",False,238.0
1448,1972,1973,30,ACTOR (DRAMA),Jon Voight,Deliverance,False,10669.0
1449,1972,1973,30,ACTRESS (COM),Liza Minnelli,Cabaret,True,10784.0
1450,1972,1973,30,ACTRESS (COM),Carol Burnett,Pete 'n' Tillie,False,107774.0
1451,1972,1973,30,ACTRESS (COM),Goldie Hawn,Butterflies Are Free,False,55106.0
1452,1972,1973,30,ACTRESS (COM),Juliet Mills,Avanti!,False,12530.0
1453,1972,1973,30,ACTRESS (COM),Maggie Smith,Travels with My Aunt,False,5183.0
1454,1972,1973,30,ACTOR (COM),Jack Lemmon,Avanti!,True,12530.0
1455,1972,1973,30,ACTOR (COM),Peter O'Toole,Man of La Mancha,False,45793.0
1456,1972,1973,30,ACTOR (COM),Edward Albert,Butterflies Are Free,False,55106.0
1457,1972,1973,30,ACTOR (COM),Charles Grodin,"Heartbreak Kid, The",False,40687.0
1458,1972,1973,30,ACTOR (COM),Walter Matthau,Pete 'n' Tillie,False,107774.0
1459,1972,1973,30,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,"Poseidon Adventure, The",True,551.0
1460,1972,1973,30,ACTRESS IN A SUPPORTING ROLE,Marisa Berenson,Cabaret,False,10784.0
1461,1972,1973,30,ACTRESS IN A SUPPORTING ROLE,Jeannie Berlin,"Heartbreak Kid, The",False,40687.0
1462,1972,1973,30,ACTRESS IN A SUPPORTING ROLE,Helena Kallianiotes,Kansas City Bomber,False,28020.0
1463,1972,1973,30,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,Pete 'n' Tillie,False,107774.0
1464,1972,1973,30,ACTOR IN A SUPPORTING ROLE,Joel Grey,Cabaret,True,10784.0
1465,1972,1973,30,ACTOR IN A SUPPORTING ROLE,James Caan,"Godfather, The",False,238.0
1466,1972,1973,30,ACTOR IN A SUPPORTING ROLE,James Coco,Man of La Mancha,False,45793.0
1467,1972,1973,30,ACTOR IN A SUPPORTING ROLE,Alec McCowen,Travels with My Aunt,False,5183.0
1468,1972,1973,30,ACTOR IN A SUPPORTING ROLE,Clive Revill,Avanti!,False,12530.0
1469,1972,1973,30,DIRECTING,Francis Ford Coppola,"Godfather, The",True,238.0
1470,1972,1973,30,DIRECTING,John Boorman,Deliverance,False,10669.0
1471,1972,1973,30,DIRECTING,Bob Fosse,Cabaret,False,10784.0
1472,1972,1973,30,DIRECTING,Alfred Hitchcock,Frenzy,False,573.0
1473,1972,1973,30,DIRECTING,Billy Wilder,Avanti!,False,12530.0
1474,1972,1973,30,BEST SCREENPLAY,Francis Ford Coppola,"Godfather, The",True,238.0
1475,1972,1973,30,BEST SCREENPLAY,I. A. L. Diamond,Avanti!,False,12530.0
1476,1972,1973,30,BEST SCREENPLAY,Jay Presson Allen,Cabaret,False,10784.0
1477,1972,1973,30,BEST SCREENPLAY,James Dickey,Deliverance,False,10669.0
1478,1972,1973,30,BEST SCREENPLAY,Anthony Shaffer,Frenzy,False,573.0
1479,1972,1973,30,BEST SCREENPLAY,Neil Simon,"Heartbreak Kid, The",False,40687.0
1480,1972,1973,30,BEST SCORE,Nino Rota,"Godfather, The",True,238.0
1481,1972,1973,30,BEST SCORE,John Williams,"Poseidon Adventure, The",False,551.0
1482,1972,1973,30,BEST SCORE,Ron Goodwin,Frenzy,False,573.0
1483,1972,1973,30,BEST SCORE,Quincy Jones,"Getaway, The",False,5916.0
1484,1972,1973,30,BEST SCORE,Michel Legrand,Lady Sings the Blues,False,23148.0
1485,1972,1973,30,BEST SONG,"Ben, Don Black, Walter Scharf",Ben,True,42476.0
1486,1972,1973,30,BEST SONG,"Carry Me, Bob Alcivar, Randy McNeill",Butterflies Are Free,False,55106.0
1487,1972,1973,30,BEST SONG,"Dueling Banjos, Arthur Smith, Eric Weissberg",Deliverance,False,10669.0
1488,1972,1973,30,BEST SONG,"Marmalade, Molasses and Honey, Maurice Jarre, Alan Bergman, Marilyn Bergman","Life and Times of Judge Roy Bean, The",False,33638.0
1489,1972,1973,30,BEST SONG,"Money, John Kander, Fred Ebb",Cabaret,False,10784.0
1490,1972,1973,30,BEST SONG,"Song From The Poseidon Adventure (The Morning After), Al Kasha, Joel Hirschhorn","Poseidon Adventure, The",False,551.0
1491,1972,1973,30,BEST SONG,"Take Me Home, Johnny Mandel, Alan Bergman, Marilyn Bergman",Molly and Lawless John,False,271618.0
1492,1972,1973,30,BEST SONG,"Mein Herr, John Kander, Fred Ebb",Cabaret,False,10784.0
1493,1972,1973,30,SPECIAL AWARD,Samuel Goldwyn,,False,
1494,1972,1973,30,FOREIGN,"Sweden, Jan Troell","Emigrants, The",True,40732.0
1495,1972,1973,30,FOREIGN,"Sweden, Jan Troell","New Land, The",True,42488.0
1496,1972,1973,30,FOREIGN,"Sweden, Ingmar Bergman",Cries and Whispers,False,10238.0
1497,1972,1973,30,FOREIGN,"France, Luis Buñuel","Discreet Charm of the Bourgeoisie, The",False,4593.0
1498,1972,1973,30,FOREIGN,"Italy, Federico Fellini", Roma,False,11035.0
1499,1972,1973,30,FOREIGN,"Peru, Armando Robles Godoy",Mirage,False,1199612.0
1500,1972,1973,30,FOREIGN,"United Kingdom, Richard Attenborough",Young Winston,True,66775.0
1501,1972,1973,30,FOREIGN,"United Kingdom, Peter Medak","Ruling Class, The",False,30892.0
1502,1972,1973,30,FOREIGN,"United Kingdom, Robert Altman",Images,False,29449.0
1503,1972,1973,30,FOREIGN,"United Kingdom, Jack Couffer",Living Free,False,53031.0
1504,1972,1973,30,FOREIGN,"United Kingdom, Brian Hutton","X, Y & Zee",False,120653.0
1505,1972,1973,30,SPECIAL AWARD,Marlon Brando,,True,
1506,1972,1973,30,SPECIAL AWARD,Jane Fonda,,True,
1507,1973,1974,31,BEST PICTURE (DRAMA),"Exorcist, The","Exorcist, The",True,9552.0
1508,1973,1974,31,BEST PICTURE (DRAMA),"Day of the Jackal, The","Day of the Jackal, The",False,4909.0
1509,1973,1974,31,BEST PICTURE (DRAMA),Last Tango in Paris,Last Tango in Paris,False,1643.0
1510,1973,1974,31,BEST PICTURE (DRAMA),Save the Tiger,Save the Tiger,False,38714.0
1511,1973,1974,31,BEST PICTURE (DRAMA),Serpico,Serpico,False,9040.0
1512,1973,1974,31,BEST PICTURE (DRAMA),Cinderella Liberty,Cinderella Liberty,False,84847.0
1513,1973,1974,31,BEST PICTURE (COM),American Graffiti,American Graffiti,True,838.0
1514,1973,1974,31,BEST PICTURE (COM),Jesus Christ Superstar,Jesus Christ Superstar,False,12545.0
1515,1973,1974,31,BEST PICTURE (COM),Paper Moon,Paper Moon,False,11293.0
1516,1973,1974,31,BEST PICTURE (COM),Tom Sawyer,Tom Sawyer,False,42473.0
1517,1973,1974,31,BEST PICTURE (COM),"Touch of Class, A","Touch of Class, A",False,42458.0
1518,1973,1974,31,ACTRESS (DRAMA),Marsha Mason,Cinderella Liberty,True,84847.0
1519,1973,1974,31,ACTRESS (DRAMA),Ellen Burstyn,"Exorcist, The",False,9552.0
1520,1973,1974,31,ACTRESS (DRAMA),Barbra Streisand,"Way We Were, The",False,10236.0
1521,1973,1974,31,ACTRESS (DRAMA),Elizabeth Taylor,Ash Wednesday,False,117207.0
1522,1973,1974,31,ACTRESS (DRAMA),Joanne Woodward,"Summer Wishes, Winter Dreams",False,92311.0
1523,1973,1974,31,ACTOR (DRAMA),Al Pacino,Serpico,True,9040.0
1524,1973,1974,31,ACTOR (DRAMA),Robert Blake,Electra Glide In Blue,False,26332.0
1525,1973,1974,31,ACTOR (DRAMA),Jack Lemmon,Save the Tiger,False,38714.0
1526,1973,1974,31,ACTOR (DRAMA),Steve McQueen,Papillon,False,5924.0
1527,1973,1974,31,ACTOR (DRAMA),Jack Nicholson,"Last Detail, The",False,14886.0
1528,1973,1974,31,ACTRESS (COM),Glenda Jackson,"Touch of Class, A",True,42458.0
1529,1973,1974,31,ACTRESS (COM),Yvonne Elliman,Jesus Christ Superstar,False,12545.0
1530,1973,1974,31,ACTRESS (COM),Cloris Leachman,Charley and The Angel,False,103711.0
1531,1973,1974,31,ACTRESS (COM),Tatum O'Neal,Paper Moon,False,11293.0
1532,1973,1974,31,ACTRESS (COM),Liv Ullmann,40 Carats,False,42456.0
1533,1973,1974,31,ACTOR (COM),George Segal,"Touch of Class, A",True,42458.0
1534,1973,1974,31,ACTOR (COM),Richard Dreyfuss,American Graffiti,False,838.0
1535,1973,1974,31,ACTOR (COM),Ted Neeley,Jesus Christ Superstar,False,12545.0
1536,1973,1974,31,ACTOR (COM),Ryan O'Neal,Paper Moon,False,11293.0
1537,1973,1974,31,ACTOR (COM),Carl Anderson,Jesus Christ Superstar,False,12545.0
1538,1973,1974,31,ACTRESS IN A SUPPORTING ROLE,Linda Blair,"Exorcist, The",True,9552.0
1539,1973,1974,31,ACTRESS IN A SUPPORTING ROLE,Valentina Cortese,Day for Night,False,1675.0
1540,1973,1974,31,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,Paper Moon,False,11293.0
1541,1973,1974,31,ACTRESS IN A SUPPORTING ROLE,Kate Reid,"Delicate Balance, A",False,38729.0
1542,1973,1974,31,ACTRESS IN A SUPPORTING ROLE,Sylvia Sidney,"Summer Wishes, Winter Dreams",False,92311.0
1543,1973,1974,31,ACTOR IN A SUPPORTING ROLE,John Houseman,"Paper Chase, The",True,14328.0
1544,1973,1974,31,ACTOR IN A SUPPORTING ROLE,Jack Gilford,Save the Tiger,False,38714.0
1545,1973,1974,31,ACTOR IN A SUPPORTING ROLE,Randy Quaid,"Last Detail, The",False,14886.0
1546,1973,1974,31,ACTOR IN A SUPPORTING ROLE,Max von Sydow,"Exorcist, The",False,9552.0
1547,1973,1974,31,ACTOR IN A SUPPORTING ROLE,Martin Balsam,"Summer Wishes, Winter Dreams",False,92311.0
1548,1973,1974,31,DIRECTING,William Friedkin,"Exorcist, The",True,9552.0
1549,1973,1974,31,DIRECTING,Bernardo Bertolucci,Last Tango in Paris,False,1643.0
1550,1973,1974,31,DIRECTING,Peter Bogdanovich,Paper Moon,False,11293.0
1551,1973,1974,31,DIRECTING,George Lucas,American Graffiti,False,838.0
1552,1973,1974,31,DIRECTING,Fred Zinnemann,"Day of the Jackal, The",False,4909.0
1553,1973,1974,31,BEST SCREENPLAY,William Peter Blatty,"Exorcist, The",True,9552.0
1554,1973,1974,31,BEST SCREENPLAY,Darryl Ponicsan,Cinderella Liberty,False,84847.0
1555,1973,1974,31,BEST SCREENPLAY,Kenneth Ross,"Day of the Jackal, The",False,4909.0
1556,1973,1974,31,BEST SCREENPLAY,David S. Ward,"Sting, The",False,9277.0
1557,1973,1974,31,BEST SCREENPLAY,Melvin Frank,"Touch of Class, A",False,42458.0
1558,1973,1974,31,FOREIGN,The Pedestrian,The Pedestrian,True,42460.0
1559,1973,1974,31,FOREIGN,Alfredo Alfredo,Alfredo Alfredo,False,59855.0
1560,1973,1974,31,FOREIGN,Day for Night,Day for Night,False,1675.0
1561,1973,1974,31,FOREIGN,Kazablan,Kazablan,False,117330.0
1562,1973,1974,31,FOREIGN,State of Siege,State of Siege,False,91487.0
1563,1973,1974,31,BEST SCORE,Neil Diamond,Jonathan Livingston Seagull,True,56150.0
1564,1973,1974,31,BEST SCORE,Michel Legrand,Breezy,False,40374.0
1565,1973,1974,31,BEST SCORE,John Williams,Cinderella Liberty,False,84847.0
1566,1973,1974,31,BEST SCORE,Georges Delerue,"Day of the Dolphin, The",False,42470.0
1567,1973,1974,31,BEST SCORE,Alan Price,O Lucky Man!,False,42464.0
1568,1973,1974,31,BEST SCORE,Richard M. Sherman,Tom Sawyer,False,42473.0
1569,1973,1974,31,BEST SONG,"Way We Were, The, Marvin Hamlisch, Alan Bergman, Marilyn Bergman","Way We Were, The",True,10236.0
1570,1973,1974,31,BEST SONG,"Breezy's Song, Michel Legrand, Alan Bergman, Marilyn Bergman",Breezy,False,40374.0
1571,1973,1974,31,BEST SONG,"Lonely Looking Sky, Neil Diamond",Jonathan Livingston Seagull,False,56150.0
1572,1973,1974,31,BEST SONG,"Rosa Rosa, Dov Seltzer, Haim Hefer",Kazablan,False,117330.0
1573,1973,1974,31,BEST SONG,"Send a Little Love My Way, Henry Mancini, Hal David",Oklahoma Crude,False,147106.0
1574,1973,1974,31,BEST SONG,"All That Love Went To Waste, George Barrie, Sammy Cahn","Touch of Class, A",False,42458.0
1575,1973,1974,31,SPECIAL AWARD,Bette Davis,,False,
1576,1973,1974,31,SPECIAL AWARD,Marlon Brando,,True,
1577,1973,1974,31,SPECIAL AWARD,Elizabeth Taylor,,True,
1578,1974,1975,32,BEST PICTURE (DRAMA),Chinatown,Chinatown,True,829.0
1579,1974,1975,32,BEST PICTURE (DRAMA),"Conversation, The","Conversation, The",False,592.0
1580,1974,1975,32,BEST PICTURE (DRAMA),Earthquake,Earthquake,False,11123.0
1581,1974,1975,32,BEST PICTURE (DRAMA),"Godfather Part II, The","Godfather Part II, The",False,240.0
1582,1974,1975,32,BEST PICTURE (DRAMA),"Woman Under The Influence, A","Woman Under The Influence, A",False,29845.0
1583,1974,1975,32,BEST PICTURE (COM),The Longest Yard,The Longest Yard,True,4985.0
1584,1974,1975,32,BEST PICTURE (COM),Harry & Tonto,Harry & Tonto,False,42448.0
1585,1974,1975,32,BEST PICTURE (COM),"Little Prince, The","Little Prince, The",False,37627.0
1586,1974,1975,32,BEST PICTURE (COM),"Three Musketeers, The","Three Musketeers, The",False,255845.0
1587,1974,1975,32,BEST PICTURE (COM),"Front Page, The","Front Page, The",False,987.0
1588,1974,1975,32,ACTRESS (DRAMA),Gena Rowlands,"Woman Under The Influence, A",True,29845.0
1589,1974,1975,32,ACTRESS (DRAMA),Faye Dunaway,Chinatown,False,829.0
1590,1974,1975,32,ACTRESS (DRAMA),Valerie Perrine,Lenny,False,27094.0
1591,1974,1975,32,ACTRESS (DRAMA),Liv Ullmann,Scenes From a Marriage,False,133919.0
1592,1974,1975,32,ACTRESS (DRAMA),Ellen Burstyn,Alice Doesn't Live Here Anymore,False,16153.0
1593,1974,1975,32,ACTOR (DRAMA),Jack Nicholson,Chinatown,True,829.0
1594,1974,1975,32,ACTOR (DRAMA),James Caan,"Gambler, The",False,44800.0
1595,1974,1975,32,ACTOR (DRAMA),Gene Hackman,"Conversation, The",False,592.0
1596,1974,1975,32,ACTOR (DRAMA),Dustin Hoffman,Lenny,False,27094.0
1597,1974,1975,32,ACTOR (DRAMA),Al Pacino,"Godfather Part II, The",False,240.0
1598,1974,1975,32,ACTRESS (COM),Raquel Welch,"Three Musketeers, The",True,255845.0
1599,1974,1975,32,ACTRESS (COM),Lucille Ball,Mame,False,35275.0
1600,1974,1975,32,ACTRESS (COM),Diahann Carroll,Claudine,False,55909.0
1601,1974,1975,32,ACTRESS (COM),Helen Hayes,Herbie Rides Again,False,10869.0
1602,1974,1975,32,ACTRESS (COM),Cloris Leachman,Young Frankenstein,False,3034.0
1603,1974,1975,32,ACTOR (COM),Art Carney,Harry & Tonto,True,42448.0
1604,1974,1975,32,ACTOR (COM),Burt Reynolds,The Longest Yard,False,4985.0
1605,1974,1975,32,ACTOR (COM),James Earl Jones,Claudine,False,55909.0
1606,1974,1975,32,ACTOR (COM),Jack Lemmon,"Front Page, The",False,987.0
1607,1974,1975,32,ACTOR (COM),Walter Matthau,"Front Page, The",False,987.0
1608,1974,1975,32,ACTRESS IN A SUPPORTING ROLE,Karen Black,"Great Gatsby, The",True,11034.0
1609,1974,1975,32,ACTRESS IN A SUPPORTING ROLE,Beatrice Arthur,Mame,False,35275.0
1610,1974,1975,32,ACTRESS IN A SUPPORTING ROLE,Jennifer Jones,The Towering Inferno,False,5919.0
1611,1974,1975,32,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,Young Frankenstein,False,3034.0
1612,1974,1975,32,ACTRESS IN A SUPPORTING ROLE,Diane Ladd,Alice Doesn't Live Here Anymore,False,16153.0
1613,1974,1975,32,ACTOR IN A SUPPORTING ROLE,Fred Astaire,The Towering Inferno,True,5919.0
1614,1974,1975,32,ACTOR IN A SUPPORTING ROLE,Eddie Albert,The Longest Yard,False,4985.0
1615,1974,1975,32,ACTOR IN A SUPPORTING ROLE,Bruce Dern,"Great Gatsby, The",False,11034.0
1616,1974,1975,32,ACTOR IN A SUPPORTING ROLE,John Huston,Chinatown,False,829.0
1617,1974,1975,32,ACTOR IN A SUPPORTING ROLE,Sam Waterston,"Great Gatsby, The",False,11034.0
1618,1974,1975,32,DIRECTING,Roman Polanski,Chinatown,True,829.0
1619,1974,1975,32,DIRECTING,John Cassavetes,"Woman Under The Influence, A",False,29845.0
1620,1974,1975,32,DIRECTING,Francis Ford Coppola,"Conversation, The",False,592.0
1621,1974,1975,32,DIRECTING,Francis Ford Coppola,"Godfather Part II, The",False,240.0
1622,1974,1975,32,DIRECTING,Bob Fosse,Lenny,False,27094.0
1623,1974,1975,32,BEST SCREENPLAY,Robert Towne,Chinatown,True,829.0
1624,1974,1975,32,BEST SCREENPLAY,Francis Ford Coppola,"Conversation, The",False,592.0
1625,1974,1975,32,BEST SCREENPLAY,Francis Ford Coppola,"Godfather Part II, The",False,240.0
1626,1974,1975,32,BEST SCREENPLAY,Stirling Silliphant,The Towering Inferno,False,5919.0
1627,1974,1975,32,BEST SCREENPLAY,John Cassavetes,"Woman Under The Influence, A",False,29845.0
1628,1974,1975,32,FOREIGN,Scenes From a Marriage,Scenes From a Marriage,True,133919.0
1629,1974,1975,32,FOREIGN,Amarcord,Amarcord,False,665765.0
1630,1974,1975,32,FOREIGN,Apprenticeship of Duddy Kravitz,Apprenticeship of Duddy Kravitz,False,42451.0
1631,1974,1975,32,FOREIGN,Lacombe Lucien,Lacombe Lucien,False,55368.0
1632,1974,1975,32,FOREIGN,The Mad Adventures of 'Rabbi' Jacob,The Mad Adventures of 'Rabbi' Jacob,False,760.0
1633,1974,1975,32,BEST SCORE,"Alan Jay Lerner, Frederick Loewe","Little Prince, The",True,37627.0
1634,1974,1975,32,BEST SCORE,Jerry Goldsmith,Chinatown,False,829.0
1635,1974,1975,32,BEST SCORE,John Williams,Earthquake,False,11123.0
1636,1974,1975,32,BEST SCORE,Carmine Coppola,"Godfather Part II, The",False,240.0
1637,1974,1975,32,BEST SCORE,Paul Williams,Phantom of the Paradise,False,27327.0
1638,1974,1975,32,BEST SONG,"Benji's Theme (I Feel Love), Euel Box, Betty Box",Benji,True,23069.0
1639,1974,1975,32,BEST SONG,"Sail the Summer Winds, John Barry, Don Black","Dove, The",False,184578.0
1640,1974,1975,32,BEST SONG,"We May Never Love Like This Again, Al Kasha, Joel Hirschhorn",The Towering Inferno,False,5919.0
1641,1974,1975,32,BEST SONG,"I Never Met a Rose, Frederick Loewe, Alan Jay Lerner","Little Prince, The",False,37627.0
1642,1974,1975,32,BEST SONG,"On and On, Curtis Mayfield",Claudine,False,55909.0
1643,1974,1975,32,SPECIAL AWARD,Hal B. Wallis,,False,
1644,1974,1975,32,SPECIAL AWARD,Robert Redford,,True,
1645,1974,1975,32,SPECIAL AWARD,Barbra Streisand,,True,
1646,1975,1976,33,BEST PICTURE (DRAMA),One Flew Over The Cuckoo's Nest,One Flew Over The Cuckoo's Nest,True,510.0
1647,1975,1976,33,BEST PICTURE (DRAMA),Barry Lyndon,Barry Lyndon,False,3175.0
1648,1975,1976,33,BEST PICTURE (DRAMA),Dog Day Afternoon,Dog Day Afternoon,False,968.0
1649,1975,1976,33,BEST PICTURE (DRAMA),Jaws,Jaws,False,578.0
1650,1975,1976,33,BEST PICTURE (DRAMA),Nashville,Nashville,False,3121.0
1651,1975,1976,33,BEST PICTURE (COM),"Sunshine Boys, The","Sunshine Boys, The",True,16561.0
1652,1975,1976,33,BEST PICTURE (COM),Funny Lady,Funny Lady,False,39282.0
1653,1975,1976,33,BEST PICTURE (COM),"Return of the Pink Panther, The","Return of the Pink Panther, The",False,11843.0
1654,1975,1976,33,BEST PICTURE (COM),Shampoo,Shampoo,False,31121.0
1655,1975,1976,33,BEST PICTURE (COM),Tommy,Tommy,False,11326.0
1656,1975,1976,33,ACTRESS (DRAMA),Louise Fletcher,One Flew Over The Cuckoo's Nest,True,510.0
1657,1975,1976,33,ACTRESS (DRAMA),Glenda Jackson,Hedda,False,42256.0
1658,1975,1976,33,ACTRESS (DRAMA),Karen Black,"Day of the Locust, The",False,5122.0
1659,1975,1976,33,ACTRESS (DRAMA),Faye Dunaway,Three Days of the Condor,False,11963.0
1660,1975,1976,33,ACTRESS (DRAMA),Marilyn Hassett,"Other Side of the Mountain, The",False,86233.0
1661,1975,1976,33,ACTOR (DRAMA),Jack Nicholson,One Flew Over The Cuckoo's Nest,True,510.0
1662,1975,1976,33,ACTOR (DRAMA),Gene Hackman,French Connection II,False,10711.0
1663,1975,1976,33,ACTOR (DRAMA),Al Pacino,Dog Day Afternoon,False,968.0
1664,1975,1976,33,ACTOR (DRAMA),Maximilian Schell,"Man in the Glass Booth, The",False,48364.0
1665,1975,1976,33,ACTOR (DRAMA),James Whitmore,"Give 'Em Hell, Harry!",False,174713.0
1666,1975,1976,33,ACTRESS (COM),Ann-Margret,Tommy,True,11326.0
1667,1975,1976,33,ACTRESS (COM),Julie Christie,Shampoo,False,31121.0
1668,1975,1976,33,ACTRESS (COM),Goldie Hawn,Shampoo,False,31121.0
1669,1975,1976,33,ACTRESS (COM),Liza Minnelli,Lucky Lady,False,78353.0
1670,1975,1976,33,ACTRESS (COM),Barbra Streisand,Funny Lady,False,39282.0
1671,1975,1976,33,ACTOR (COM),Walter Matthau,"Sunshine Boys, The",True,16561.0
1672,1975,1976,33,ACTOR (COM),James Caan,Funny Lady,False,39282.0
1673,1975,1976,33,ACTOR (COM),Peter Sellers,"Return of the Pink Panther, The",False,11843.0
1674,1975,1976,33,ACTOR (COM),Warren Beatty,Shampoo,False,31121.0
1675,1975,1976,33,ACTRESS IN A SUPPORTING ROLE,Brenda Vaccaro,Jacqueline Susann's Once Is Not Enough,True,97831.0
1676,1975,1976,33,ACTRESS IN A SUPPORTING ROLE,Ronee Blakley,Nashville,False,3121.0
1677,1975,1976,33,ACTRESS IN A SUPPORTING ROLE,Geraldine Chaplin,Nashville,False,3121.0
1678,1975,1976,33,ACTRESS IN A SUPPORTING ROLE,Lee Grant,Shampoo,False,31121.0
1679,1975,1976,33,ACTRESS IN A SUPPORTING ROLE,Barbara Harris,Nashville,False,3121.0
1680,1975,1976,33,ACTRESS IN A SUPPORTING ROLE,Lily Tomlin,Nashville,False,3121.0
